Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
,Histoire naturelle et morale de la nourriture,Maguelonne Toussaint-Samat,,,2910352579,9782910352578,5,,Le Pérégrinateur,Paperback,823,2013/04/01,,,,read,,read,"Interessantissimo, ricco nell'approfondimento, accurato nella ricerca di informazioni, capace di spaziare in maniera ampia su tutti gli argomenti pur dando - per ovvi motivi - una buona dose di spazio a una visione ""francese"" delle cose. Ha solo il problema di essere pesante come un pilastro di cemento, ma è anche un po' inevitabile.",,,1,1
,All That Remains,Sue M. Black,,,1784162817,9781784162818,,,Black Swan,Paperback,354,2019/03/07,,,,to-read,,to-read,,,,0,0
,SEGA® Master System,,,,0995658692,9780995658691,5,,Bitmap Books,Paperback,424,2019/01/01,,,,read,,read,"Il sesto compendium prosegue sulla linea clamorosa della serie, aggiungendo sfiziosità specifiche come le pagine in 3D. La solita bomba.",,,1,1
,The CRPG Book,,,,1999353307,9781999353308,5,,Bitmap Books,Hardcover,528,2019/07/31,,,,read,,read,"Una risorsa enorme, curatissima e clamorosa, eccellente come tomo da consultazione ma piacevolissima anche da leggere per intero, dall'inizio alla fine. Ti immergi nella storia del genere e la vivi o rivivi con gusto, nonostante magari qualche articolo sia un po' troppo estremo nelle opinioni espresse. Peccato per qualche errore qua e là, ma in un volume così immenso capita.",,,1,1
,Jackrabbit Smile,Joe R. Lansdale,,,1473629128,9781473629127,4,,Mulholland Books,eBook,214,2018/03/22,,,,read,,read,"Lansdale continua a confermare la ritrovata forma nelle nuove avventure di Hap & Leo, piacevoli e divertenti come al solito, seppur lontane dai momenti migliori.",,,1,1
,Natives,Akala,,,1473661234,9781473661233,,,Two Roads,Paperback,342,2019/01/01,,,,to-read,,to-read,,,,0,0
,The Overstory,Richard Powers,,,1784708240,9781784708245,,,Vintage,Paperback,502,2019/04/11,,,,to-read,,to-read,,,,0,0
,Big Sky,Kate Atkinson,,,1785175696,9781785175695,,,Transworld Publishers,Hardcover,367,2019/01/01,,,,to-read,,to-read,,,,0,0
,The 8-Bit Book,Jerry Ellis,,,0977998320,9780977998326,4,,Hiive Books,Paperback,245,2009/08/01,,,,read,,read,"Una bella rassegna sui giochi più significativi e interessanti pubblicati fra i vari personal computer a 8 bit, anche e soprattutto sulle macchine meno note.",,,1,1
,The Porpoise,Mark Haddon,,,1785176056,9781785176050,,,Vintage,Hardcover,336,2019/01/01,,,,to-read,,to-read,,,,0,0
,Bretagna e Normandia,Greg Ward,,,880771356X,9788807713569,,,Feltrinelli,Paperback,402,2016/02/25,,,,to-read,,to-read,,,,0,0
,Lezioni americane,Italo Calvino,,,8804668377,9788804668374,,,Mondadori,Paperback,151,2016/06/28,,,,to-read,,to-read,,,,0,0
,Zéro déchet,Julie Bernier,,,2263159894,9782263159893,,,Solar,Paperback,239,2019/04/01,,,,to-read,,to-read,,,,0,0
,Zoo Station,David Downing,,,1906964580,9781906964580,4.5,,Old Street Publishing,Paperback,320,2011/01/11,,,,read,,read,"Un bel thriller spionistico ad ambientazione storica, estremamente preciso ""tattile"" nelle descrizioni di luoghi, sensazioni, personaggi, con quella coltre di rassegnazione data dallo svolgersi subito prima della Seconda Guerra Mondiale, affascinante per come riesce a gestire benissimo la tensione pur conservando un ritmo sempre molto compassato ed evitando in tutti i modi di lasciarsi andare alle scene madri. Sono curioso di proseguire con il ciclo.",,,1,1
,Flights,Olga Tokarczuk,,,0525534199,9780525534198,,,Riverhead Books,Hardcover,403,2018/08/14,,,,to-read,,to-read,,,,0,0
,A Little Hatred,Joe Abercrombie,,,0575095865,9780575095861,,,Gollancz,Hardcover,471,2019/01/01,,,,to-read,,to-read,,,,0,0
,Collapse,Jared Diamond,,,0143117009,9780143117001,,,Penguin,Paperback,589,2011/01/04,,,,to-read,,to-read,,,,0,0
,Chinaman's Chance,,,,0312334141,9780312334147,5,,"Minotaur Books,US",Paperback,336,2005/02/21,,,,read,,read,"Appassionante, ricco di colpi di scena, con una trama complessa ma perfettamente leggibile, ha una bella atmosfera e un sottile senso dell'umorismo. Mi ha ricordato un po' Hap & Leo, anche se è meno dissacrante.",,,1,1
,From the Oven to the Table,Diana Henry,,,1784726095,9781784726096,,,Mitchell Beazley,Hardcover,240,2019/10/01,,,,to-read,,to-read,,,,0,0
,Les coulisses de Devolver,Pierre Maugein,,Baptiste Peyron,2377841104,9782377841103,5,,Third,Hardcover,224,2019/10/01,,,,read,,read,"Parte da lontano, da id, Ion Storm, GoD, Gamecock, e traccia un percorso che esplora poi tutte le sfumature del fenomeno Devolver Digital, tra scuola di pensiero, pratiche, progetti collaterali. Appassionante e informativo.",,,1,1
,I Have a Dream,Martin Luther King,,,8804682868,9788804682868,,,Mondadori,Mass Market Paperback,502,2017/12/13,,,,to-read,,to-read,,,,0,0
,The Book You Wish Your Parents Had Read,Philippa Perry,,,0241250994,9780241250990,5,,Penguin Books,Hardcover,252,2019/01/01,,,,read,,read,"Ha un modo chiaro, semplice, amichevole e incoraggiante di spiegare le cose ed è utilissimo da leggere anche quando ti spiega cose che già sai, con cui sei d'accordo, per come le spacchetta e approfondisce. Inoltre, riesce a mostrare gli argomenti da tante angolazioni diverse, facendoti vedere in una luce differente cose che tendi a dare per scontate.",,,1,1
,伝承折り紙帖(英訳付き),,,,4262152502,9784262152509,,,,Others,96,2007/09/01,,,,to-read,,to-read,,,,0,0
,The Jungle Book,Rudyard Kipling,,,0062389505,9780062389503,5,,HarperDesign,Hardcover,246,2016/01/01,,,,read,,read,"L'edizione è incredibile per confezione e ricchezza dei contenuti a corredo. Il libro è una meraviglia ed è affascinantissimo per me che ero ""colonizzato"" dalla versione Disney. I racconti con Mowgli sono molto più crudi, ruvidi, ma anche parecchio toccanti. Gli altri mostrano una varietà stilistica, una quantità di idee e un fascino incredibili. Che meraviglia.",,,1,1
,Briarpatch,Thomas Ross,,,0312290314,9780312290313,5,,St. Martin's Griffin,Paperback,336,2003/01/09,,,,read,,read,"Ross Thomas ha la capacità di farti sentire perfettamente a tuo agio e assorbito dal racconto con una manciata di parole, anche se magari avevi appoggiato il libro sul comodino parecchi giorni fa e l'hai ripreso in mano temendo di non ricordare bene tutto. Sei sempre a casa. E Briarpatch è coinvolgente, appassionante, ben strutturato, pieno di dialoghi azzeccatissimi, con personaggi fascinosi. Sono curioso di guardare la serie TV.",,,1,1
,Oddworld,John Robertson,,Stace Harman,0995532915,9780995532915,4.5,,Independent By Design,Hardcover,285,2019/12/01,,,,read,,read,"Il volume è splendido, tutta la parte grafica è fuori dal mondo, gli approfondimenti sul world building sono molto interessanti e la lunghissima intervista a Lorne Lanning è francamente imperdibile. ",,,1,1
,SEGA Dreamcast,Simon Parkin,,,0957576854,9780957576858,4.5,,Read-Only Memory,Hardcover,320,2019/12/01,,,,read,,read,"Come già il precedente ""Collected Works"", è un libro delizioso, affascinantissimo da sfogliare per i suoi contenuti estetici pregiati e comunque più che interessante nei suoi contenuti redazionali, fra interviste e approfondimenti. Un bel mix.",,,1,1
,Storia del cinema italiano dal 1945 agli anni ottanta,Gian Piero Brunetta,,,8835900247,9788835900245,,,Editori Riuniti,Others,938,1982/01,,,,to-read,,to-read,,,,0,0
,The Race for Paradise,Paul M. Cobb,,,019953201X,9780199532018,,,Ofxord University Press,Hardcover,335,2014/07/01,,,,to-read,,to-read,,,,0,0
,France,et al,,Nicola Williams,1742200362,9781742200361,,,Lonely Planet Publications Ltd,Paperback,1008,2013/03/01,,,,to-read,,to-read,,,,0,0
,Guadeloupe,,,,2017068233,9782017068235,,,Hachette (Le Routard),Paperback,403,2019/09/01,,,,to-read,,to-read,,,,0,0
,SEGA Arcade,Keith Stuart,,,0957576862,9780957576865,5,,Read-Only Memory,Hardcover,45,2019/01/01,,,,read,,read,"La parte redazionale è esile ma solida, di piacevolissima lettura, con analisi interessanti. Il cuore del libro, comunque, sono i cabinati in pop-up e sono veramente splendidi. È chiaramente uno sfizio da collezione ma è uno sfizio bellissimo.",,,1,1
,Le cerveau magicien,Roland Jouvent,,,2738195784,9782738195784,,,Odile Jacob,eBook,195,2009/04/02,,,,to-read,,to-read,,,,0,0
,La famosa invasione degli orsi in Sicilia,Dino Buzzati,,,8804598956,9788804598954,4.5,,Mondadori,Paperback,136,2010/04/13,,,,read,,read,"L'avevo letto a scuola, credo addirittura alle elementari, e non ricordavo nulla. Di recente avevo visto il bel film d'animazione, che col senno di poi scopro essere molto fedele. Il libro l'ho letto nelle scorse sere a mia figlia, in tre ""sessioni"", ed è piaciuto tantissimo ad entrambi. Una storia affascinante, evocativa, suggestiva e intelligente. Belle le illustrazioni di questa edizione.",,,1,1
,How to Stay Sane,Philippa Perry,,School of Life,1447202309,9781447202301,5,,Pan Macmillan,Paperback,160,2012/05/10,,,,read,,read,"Chiaro, semplice, ""gentile"", un ottimo strumento di autoanalisi e approfondimento, con una parte finale di suggerimenti davvero azzeccati. Non necessariamente si può trovare utile o adatto a sé tutto quel che contiene, ma qualcosa di buono ce lo trovi per forza.",,,1,1
,The Wonderful Wizard of Oz,L. Frank Baum,,,0060293233,9780060293239,5,,HarperCollins,Hardcover,272,2000/10/31,,,,read,,read,"Una lettura deliziosa, dei personaggi adorabili, una fantasia delirante nel dipingere questo mondo assurdo e un bel lavoro sul raccontare una morale senza essere pedante. Tra l'altro, per essere un libro di centovent'anni fa, è scritto in un inglese molto più semplice e digeribile di altri contemporanei (e anche come mentalità, mi sembra meno invecchiato di altri). Vanessa l'ha apprezzato moltissimo, continuava a chiedermi di andare avanti. Credo che lo rileggeremo. Credo anche che sia il caso di indagare sui da me mai esplorati seguiti.",,,1,1
,Alice's Adventures in Wonderland & Other Stories,Lewis Carroll,,,1435122941,9781435122949,,,Barnes & Noble,Leather Bound,1165,2010/01/01,,,,currently-reading,,currently-reading,,,,1,1
,The Making of Prince of Persia,Jordan Mechner,,,0578627310,9780578627311,5,,Stripe Press,Hardcover,335,2020/05/01,,,,read,,read,"Il libro era bellissimo anche prima, ma questa nuova edizione rilegata è davvero un bel volume, che oltretutto aggiunge contenuti sfiziosi, note interessante, documentazione fotografica azzeccata.",,,1,1
,Les Plus Jolies Chansons Du Pays de France; Chansons Tendres,Catulle Mendes,,,1173164332,9781173164331,,,Nabu Press,Paperback,304,2010/09/28,,,,to-read,,to-read,,,,0,0
,Beyond Behaviors,Mona Delahooke,,,1683731190,9781683731191,,,PESI Publishing,Paperback,315,2019/03/01,,,,to-read,,to-read,,,,0,0
,Atari 2600/7800,,,,1999353390,9781999353391,5,,Bitmap Books,Paperback,528,2020/05/01,,,,read,,read,"Lettura piacevolissima come al solito, denso di informazioni, splendido a livello visivo.",,,1,1
,Il cacciatore di draghi,J.R.R. Tolkien,,,8828600608,9788828600602,,,Einaudi Scuola (Letture per la scuola media),Paperback,121,1990/01/01,,,,to-read,,to-read,,,,0,0
,Neil Gaiman and Charles Vess' Stardust,Neil Gaiman,,,1563894319,9781563894312,5,,Dc Comics,Hardcover,224,1998/10/01,,,,read,,read,"L'avevo già letto nel 2007 e ne conservavo un buon ricordo, anche se francamente non ricordavo nulla. L'ho riletto nei giorni scorsi come favola della buona notte per mia figlia ed è piaciuto tantissimo a entrambi. È fantasioso, intelligente, coinvolgente, adulto e con un bel finale lieto ma agrodolce.",,,1,1
,Made in India,Meera Sodha,,,1250071011,9781250071019,,,Flatiron Books,Hardcover,319,2015/09/01,,,,to-read,,to-read,,,,0,0
,"Italiano in prima con il metodo analogico. Lettura e avviamento alla scrittura. Con portastrisce, strisce, pennarello, sacchetto",Camillo Bortolato,,,8859011701,9788859011705,,,Erickson,Paperback,289,2016/08/29,,,,to-read,,to-read,,,,0,0
,Fantastic Mr. Fox,Roald Dahl,,,0142410349,9780142410349,5,,Penguin Books Ltd,Paperback,81,2007/08/16,,,,read,,read,"Semplice, adorabile, divertente, scritto in un inglese molto accessibile. Mia figlia ha apprezzato molto, si è solo lamentata perché è corto ma, insomma, vuol dire che possiamo rileggerlo in maniera agile.",,,1,1
,Pix'n Love HS #2,Raphaël Lucas,,,2371880817,9782371880818,5,,Pix'n Love,Paperback,192,2020/07/01,,,,read,,read,"Una bellissima analisi, che parte dalle origini del movimento e ne segue l'intero percorso fino a oggi, analizzandone le incarnazioni nelle varie forme espressive, la loro evoluzione, il modo in cui si sono influenzate e arricchite a vicenda.",,,1,1
,La legge del mare,Annalisa Camilli,,,8817119652,9788817119658,4,,Rizzoli,Hardcover,230,2019/04/30,,,,read,,read,"Una bella analisi, che spiega a fondo, menzionando leggi, fatti e comportamenti, il processo di diffamazione nei confronti di chi si adopera per salvare la vita della gente.",,,1,1
,Le naufrage des civilisations,Amin Maalouf,,,224685217X,9782246852179,,,Grasset,Paperback,331,2019/01/01,,,,to-read,,to-read,,,,0,0
,L'abbraccio,David Grossman,,,8804707305,9788804707301,,,Mondadori,Hardcover,36,2018/12/10,,,,to-read,,to-read,,,,0,0
,D'un tratto nel folto del bosco,Amos Oz,,,8807016915,9788807016912,,,Feltrinelli,Paperback,114,2005/12/05,,,,to-read,,to-read,,,,0,0
,Civilizations,Laurent Binet,,,2246813093,9782246813095,,,Grasset,Paperback,377,2019/01/01,,,,to-read,,to-read,,,,0,0
,The Games That Weren't,Frank Gasking,,,183801912X,9781838019129,5,,Bitmap Books,Hardcover,644,2020/01/01,,,,read,,read,"Una bellissima raccolta di racconti e testimonianze su giochi perduti. che non hanno mai visto la luce e in certi casi non la vedranno mai. La confezione è come al solito impeccabile e il lavoro fatto sul materiale fotografico, con un mix di materiali d'epoca e ricostruzioni, è notevolissimo.",,,1,1
,Matilda,Roald Dahl,,,0141365463,9780141365466,5,,Puffin,Paperback,232,1989/01/01,,,,read,,read,"Dopo aver riletto centododici volte Fantastic Mr. Fox, siamo passati a questo, decisamente più corposo e meno adatto a riletture immediate. Vanessa se ne è subito innamorata, presumo anche per l'immedesimazione con la protagonista. Il libro è splendido, con quel suo saltellare fra lampi di cattiveria completamente fuori di testa e attimi di dolcezza straziante. Non ho mai frequentato Roald Dahl da bambino e scoprirlo pian piano con mia figlia è bellissimo.",,,1,1
,The BFG,Roald Dahl,,,0142410381,9780142410387,5,,Penguin Books Ltd,Paperback,207,2007/08/16,,,,read,,read,"È il libro più spaventoso di Dahl fra quelli che abbiamo letto, con tutti quei giganti orrendi che si magnano la gente, anche se ovviamente si rimane nei limiti di una cosa molto leggera. Affascinantissimo per il lavoro che fa sul linguaggio, forse un po' meno appassionante degli altri, anche se comunque la parte finale è un bel delirio.",,,1,1
,Le discours,Fabrice Caro,,,2072873908,9782072873904,,,Gallimard (Folio),Mass Market Paperback,224,2020/01/01,,,,to-read,,to-read,,,,0,0
,Sorcières,Mona Chollet,,,2355221227,9782355221224,,,Zones,Paperback,231,2018/01/01,,,,to-read,,to-read,,,,0,0
,Japaneasy,Tim Anderson,,,1784881147,9781784881146,,,Hardie Grant Books,Hardcover,221,2017/09/21,,,,to-read,,to-read,,,,0,0
,Behave,Robert M Sapolsky,,,009957506X,9780099575061,,,Vintage,Paperback,800,2018/04/05,,,,to-read,,to-read,,,,0,0
,Clean,James Hamblin,,,1847925553,9781847925558,,,Bodley Head,Hardcover,288,2020/08/06,,,,to-read,,to-read,,,,0,0
,Le crépuscule des vainqueurs,Cyril Leclerc,,,2356081070,9782356081070,,,L'Escampette,Paperback,179,2020/06/01,,,,to-read,,to-read,,,,0,0
,Charlie and the Chocolate Factory,Roald Dahl,,,0141365374,9780141365374,5,,Puffin,Paperback,179,2016/01/01,,,,read,,read,"Praticamente è uno slasher in cui le vittime finiscono nonnizzate dagli Oompa Loompa. Bellissimo, mia figlia si è divertita un sacco.",,,1,1
,Il grande manuale del panettiere,Rodolphe Landemaine,,,8867224654,9788867224654,,,L'Ippocampo,Hardcover,288,2019/11/28,,,,to-read,,to-read,,,,0,0
,Olive,,,,8847410606,9788847410602,,,Edicart,Hardcover,64,1998/12,,,,to-read,,to-read,,,,0,0
,L' alfabeto dei fiori,Eleanor Perényi,,,8877383410,9788877383419,,,La Tartaruga (Milano),Others,202,2001/10/02,,,,to-read,,to-read,,,,0,0
,Il pane è oro.,Massimo Bottura,,,8867223275,9788867223275,,,L'Ippocampo,Paperback,424,2017/11/24,,,,to-read,,to-read,,,,0,0
,Savoureuses recettes de Méditerranée,Olivier Baussan,,Jean-Marie Meulien,2082008789,9782082008785,,,Flammarion,Hardcover,171,2003/04/01,,,,to-read,,to-read,,,,0,0
,Les plantes et leurs symboles,Anne Dumas,,,2842771745,9782842771744,,,Éditions du Chêne (Les carnets du jardin),Hardcover,128,2000/01/01,,,,to-read,,to-read,,,,0,0
,La pedagogia Montessori e le nuove tecnologie. Un'integrazione possibile?,Mario Valle,,,8865801743,9788865801741,4,,Il Leone Verde,Paperback,140,2017/10/01,,,,read,,read,È un testo pensato più per i professionisti del metodo Montessori che per i genitori ma è comunque molto interessante per capire alcuni ragionamenti e come sia possibile approcciarsi alla tecnologia seguendo determinati principi. Ed è anche ricco di riferimenti e suggerimenti interessanti su testi e modi per approfondire.,,,1,1
,Un giocattolo per Natale. Ediz. a colori,Gianni Rodari,,,8866564265,9788866564263,,,Einaudi Ragazzi,Hardcover,72,2017/11/07,,,,to-read,,to-read,,,,0,0
,Venti vite del Buddha,Noor Inayat Khan,,,8861926797,9788861926790,,,Elliot,Paperback,92,2014/12/31,,,,to-read,,to-read,,,,0,0
,Fumo e cenere,Abir Mukherjee,,,8893902923,9788893902922,,,SEM,Hardcover,300,2020/09/03,,,,to-read,,to-read,,,,0,0
,Femmes invisibles,Caroline Criado Perez,,,2412053030,9782412053034,,,First,Paperback,400,2020/01/01,,,,to-read,,to-read,,,,0,0
,The Witches,Roald Dahl,,,0141365471,9780141365473,5,,Puffin,Paperback,199,2016/01/01,,,,read,,read,"Altro libro delizioso, dal taglio lievemente più lugubre rispetto a quelli di Roald Dahl che abbiamo letto in precedenza, ma comunque sempre intrigante per il tono, la scrittura, i personaggi, le idee fuori di testa. Mia figlia ha apprezzato molto.",,,1,1
,Greyhound,Cecil Scott Forester,,,8822741552,9788822741554,,,Newton Compton Editori,Paperback,320,2020/07/02,,,,to-read,,to-read,,,,0,0
,No Bad Kids,Janet Lansbury,,,1499351119,9781499351118,5,,Createspace Independent Pub,Paperback,162,2014/09/18,,,,read,,read,"Una raccolta di articoli di Janet Lansbury, contestualizzati e messi in fila secondo un percorso sensato. E gli articoli sono una perfetta spremuta di consigli, indicazioni, rassicurazioni. Un libro importante per chi vuole trattare i suoi figli come esseri umani e non come cani da addestrare.",,,1,1
,The Magic Finger,Roald Dahl,,,0142413852,9780142413852,4.5,,Puffin,Paperback,,2009/01/01,,,,read,,read,Un racconto breve e completamente fuori di testa. Io e mia figlia ci siamo fatti delle gran risate in tutta la parte con l'home invasion da parte delle papere.,,,1,1
,Traditionelle Rezepte aus Österreich,Alexander Rieder,,Uschi Korda,3710400007,9783710400001,,,Servus,Hardcover,398,2013/01/01,,,,to-read,,to-read,,,,0,0
,James and the Giant Peach,Roald Dahl,,,0141365455,9780141365459,4.5,,Puffin,Paperback,176,2016/02/11,,,,read,,read,"Meno coinvolgente a livello narrativo rispetto ad altri di Dahl, più semplice e bambinesco, ma comunque adorabile per la maniera totalmente naturale e priva di imbarazzo con cui si lancia nell'assurdo.",,,1,1
,George's Marvellous Medicine,Roald Dahl,,,0141365501,9780141365503,4,,Puffin,Paperback,104,2016/02/01,,,,read,,read,"Il Dahl più fuori di testa e delirante, una storia buffissima e assurda, ci siamo divertiti un sacco a leggerla e a cercare di capire dove sarebbe andata a finire. E va a finire nell'acido muriatico.",,,1,1
